"Timestamp","Where did you hear about this survey?","I understand that my responses in this survey will be used for research purposes.","Gender","Race","Age","If you are currently in school: which best describes your current studies?","If you are not currently in school: what is the highest degree you hold?","Which category best describes your major?","What school do you attend?","How many hackathons have you attended?","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Good team dynamic]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Prestige of institution]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Availability of places to sleep/showers]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Value of prizes]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Mentorship]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Ability to put final project on resume]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Networking opportunities (good sponsors)]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Quality of free food/swag]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Low cost of attendance]","How important are the following aspects of a hackathon on a scale of 1 (not important) to 5 (very important) [Diverse group of attendees]","What is your preferred length for a hackathon?","Have you ever worked on a hackathon project after the end of the hackathon?","Have you stayed in touch with people you've met at hackathons?","Would you rather...","Do you identify as a ""hacker?""","How many members does your ideal hackathon team have?","Have you ever received an interview as a result of attending a hackathon?","What types of hackathons have you attended?","I know that final exams are in full swing and you're probably taking this survey to procrastinate. Do you have the time to answer long answer questions?","What inspired you to attend your first hackathon?","Describe your most POSITIVE hackathon experience.","Describe your most NEGATIVE hackathon experience.","Many hackathon projects never get past the prototyping phase. Do they still matter? Why or why not?","What is your favourite part of a hackathon, and why?","What is your least favourite part of a hackathon, and why?","How would you like to see hackathons change?","If you have organized a hackathon: what kinds of mechanisms (if any) do you put in place to facilitate inclusivity and diversity at your hackathon?","If you have any other comments on hackathons in general, put them here."
"2016/12/09 1:05:29 AM EST","Ladies Storm Hackathons","Yes","Female","Caucasian","22","","Undergraduate degree","Computer Science (or related fields like Software Engineering)","University of South Carolina (already graduated)","1","5","2","3","3","5","5","2","4","4","4","24h <= length < 36h","No","I've never met new people at hackathons","Be the least experienced member of your team","No","4","No","University hackathon","No, but I will anyways","My friends and I talked about it for awhile and decided to apply for PennApps even though we had never been to one. We happened to all get accepted and get travel reimbursements so we decided to go. It was all last minute and not really that intentional. I wish I had attended a more low key one first. ","","We were told that it would be friendly to beginners (we were all CS majors so we weren't beginners at coding but none of us had been to a hackathon) and that our group would get a mentor to be part of our team and help us. However there weren't enough mentors to go around. At the mentor choosing meeting, the teams wanting a mentor outnumbered the mentors 4:1 and the mentors were choosing teams with ideas they thought could win and were being rude to truly inexperienced teams (telling people flat out ""that's a stupid idea"" etc.). Anyways, we ended up not finding a 4th person but building a cool app that took a lot of work but was actually inappropriate for the kinds of things that apparently they wanted us to build at PennApps (which we might have known if they had actually given us any mentorship or even a noob guide). I'm ranting now, but overall it was a decently positive experience. It did not live up to what they promised, but it was fun and I did pick up a new skill. ","","","","More collaboration and more mentorship. It's still a competition, but I have observed people so interested in winning that they are rude or nasty to their fellow hackers, which shouldn't be what a hackathon is about. Also, it would feel more welcoming to newcomers if mentorship actually existed and people weren't snobby about their prior experience or pet languages or whatever other silly thing they want to lord over you as a newcomer. ","",""
"2016/12/09 1:32:48 AM EST","HackMcGill","Yes","Apache Attack Helicopter","White Jewish","21","Undergraduate student (4th year)","","Physical Science (i.e. Physics, non-organic Chemistry)","McGill","5+","3","3","2","3","2","5","5","5","5","1","12h <= length < 24h","Yes","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","4","No","University hackathon;Technical challenge oriented hackathon;Corporate hackathon","No, but I will anyways","I had friends going. No reservations. I went at the right time.","Actually finishing a project","Giving up on a project: This entailed giving up on the hackathon, so my team and I then had to wait for hours until it ended and we could go home. A good hackathon has something for those who are not working on a project.","Yes. The experience is useful for the students who make them. Many of these projects have little commercial value, and so there is little point in continuing once a prototype is up that others can look at. ","Getting free stuff :) No matter how badly a project is going, free food and t-shirts always feels good.","forming teams and brainstorming ideas. A good hackathon should have something like an internal job postings board so that those with ideas can find good teammates, and those with programming skill can find good projects. 
","Committing to a team early on hurts everybody except those who turned up with a good idea and a full team. I'd like hackathons to provide some way for those who take part to recruit one another to their teams. ","None. Inclusivity and diversity are vague, unreachable, and meaningless goals. A hackathon is there to provide a place for people to make things, not to enforce some kind of planned society. ","Make sure there is ample space, power, and bandwidth. I've seen hackathons that didn't have enough table space, and they looked amatuer. Consider that space is not a utility that can be 100% used; teams will want their own tables, so you may have 4 seat tables where only 2 are used, and so on. If there are 100 contestants and 100 seats, that's not enough. "
"2016/12/09 1:36:20 AM EST","Ladies Storm Hackathons","Yes","Female","Caucasian","20","Undergraduate student (3rd year)","","Computer Science (or related fields like Software Engineering)","","3","5","1","4","1","4","3","2","3","5","4","24h <= length < 36h","No","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","3","No","University hackathon","No, but I will anyways","I like CS and thought I'd try it, so I went on a whim when a friend asked me to come along. My first one was Jan Sophomore year of college, which was about right - earlier and I would not have known enough to be comfortable, later and I might never have started.","","","DEFINITELY! So much can be learned either way, and I think that a super important part of making hackathons accessible is emphasizing that it is legitimate + productive thing to start but not finish.","","Competitiveness, anything that makes them seem inaccessible to people with less confidence.","","",""
"2016/12/09 2:07:13 AM EST","HackMcGill","Yes","Male","Caucasian","24","Graduate student","","Life Science (i.e. Biology, Pre-Med)","McGill University","4","4","2","2","4","3","3","4","4","5","3","48h <= length","No","Yes","Be the least experienced member of your team","Yes","3","No","University hackathon","Yes","It sounded like a magical place where people (real live people!) had similar web dev interests as me!","Meeting new people, grinding all night and getting something to finally show off. Getting to pitch to startup founders at HackTheNorth","Culture at some hackathons (*cough* YHack *cough*) have become increasingly brogrammer based. I had to sit through a talk by the founder of RapGenius who gave the grossest cult-of-personality talk ever.

Similarly, loosing at hackathons (*cough* YHack *cough*) that are science-fair style where it is made very obvious that decisions have been made re: the podium far before you make it on stage.

Finally, seeing people finish at the top when they have either very fake demos or completely mindless hacks that are neither entertaining, useful or good demonstrations of skill","Prototyping is a skill, and so just practicing that, being able to make a proof-of-concept, is an important thing to hone. Not to mention, code is reusable, and you can sometimes drag out an old project as skeleton.","Working with people to get something to work.","The creeping, cynical, commercial side. It's a thin line between ""creative space"" and ""time-share"".","Sponsors are great when they are trying to help show off a new tech or recruiting, but can quickly become a great way to kill every bit of creativity.

When you have a 80% of hacks that look exactly the same because they are trying to shoe-horn an asinine API because there is a cash prize on the line, you aren't encouraging creativity.","","They used to be a magical experience, but politics and sponsors have made me cynical. I still have more hope for looser creative spaces and events that are focused on creativity."
"2016/12/09 2:07:23 AM EST","Ladies Storm Hackathons","Yes","Female","Caucasian","20","Undergraduate student (3rd year)","","Computer Science (or related fields like Software Engineering)","Ohio State University ","3","5","1","2","4","1","4","2","5","5","4","24h <= length < 36h","No","I've never met new people at hackathons","Be the least experienced member of your team","No","4","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 2:12:11 AM EST","Ladies Storm Hackathons","Yes","Female","Latinx","23","Undergraduate student (5th+ year)","","Physical Science (i.e. Physics, non-organic Chemistry)","University of Illinois at Urbana-Champaign ","1","4","4","4","3","5","4","5","5","5","3","36h <= length < 48h","Yes","No","Be the least experienced member of your team","Yes","4","No","University hackathon","No, but I will anyways","","","","","","","","",""
"2016/12/09 2:33:54 AM EST","Hackathon Hackers","Yes","Male","Caucasian","22","","Undergraduate degree","Computer Science (or related fields like Software Engineering)","Purdue University","5+","4","2","3","1","4","3","3","3","5","5","24h <= length < 36h","Yes","Yes","Be the least experienced member of your team","Yes","4","Yes","University hackathon;Social-issue oriented hackathon;Technical challenge oriented hackathon","Yes","MHacks II; Invited by a friend; wish I'd known about them before","MHacks: Refactor; they did a 50:50 male:female ratio & had structured mentorship which were both highly successful (imo) innovations on how hackathons are run. Best hackathons are the people & projects, and how much I learned from it, and whether they are trying to be, like, *scientifically* a better hackathon. (data driven, experiments, reflect, care a lot, etc. see the ""components of a hackathon"" question in this survey for more about what I think matters for hackathons)","I've honestly never regretted a hackathon (done 13+). All of them should just do what I said under the POSITIVE question better.","I think yes. People learn, ideas are vetted. I don't know much about how the long term effectiveness of individuals changes from that (if they are motivated or demotivated for instance)","Hacker culture. Hackathons are an immersive experience of ideating, creating, learning, and feeling like you can, and will, make a difference. I wish every single day of my life could be like a hackathon.","It's complicated. I don't like that they encourage bad health habits (not sleeping) but I also pull late nights at hackathons to maximize the hours of awesome (I'm the guy who will sleep 12 hours before a hackathon to ""save up sleep"")","I'm living in the SF Bay Area and have just graduated college. There are not many hackathons outside of college :,,,( I am tempted to start my own. Other than that, Hackathons should absolutely be more data driven. This is hard to explain in a sentence, but please email me at jeremypatrickmeyer@gmail.com if interested. Specific things I'd like to see more of is mentorship, and diversity & inclusion. Being a mentor was one of the most rewarding things I've done. I'm so grateful for all of my mentors.","Behind the scenes, we hand-picked an appropriate ratio of male/female, and experience level, until as a team, we had decided the group was a good mix. As for facilitation, I have some ideas, but we didn't do a whole lot in particular at the hackathon I helped organize.","I wish there were more hackathons at/among companies in the workforce. I miss the days of college hackathons."
"2016/12/09 3:20:03 AM EST","Hackathon Hackers","Yes","Male","South Asian","22","Undergraduate student (4th year)","","Computer Science (or related fields like Software Engineering)","Hong Kong University of Science and Technology","5+","5","3","3","3","5","4","4","3","3","2","24h <= length < 36h","Yes","Yes","Be the least experienced member of your team","Yes","5","No","University hackathon;Technical challenge oriented hackathon;Corporate hackathon","No, but I will anyways","It was local, I heard about it, and it looked cool","","Not having much of an idea of what project to implement","They still do. They bring people together, expose them to different domains and tech.","During/after the pitch. After putting in all the hours into our project, we get to finally share it with others","","","",""
"2016/12/09 10:17:51 AM EST","Hackathon Hackers","Yes","Male","Caucasian;East Asian","20","Undergraduate student (3rd year)","","Computer Science (or related fields like Software Engineering)","Michigan State University","5+","5","3","5","5","5","5","4","5","5","3","12h <= length < 24h","Yes","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","4","Yes","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 10:55:04 AM EST","Ladies Storm Hackathons","Yes","Female","Caucasian","20","Undergraduate student (3rd year)","","Computer Science (or related fields like Software Engineering)","Queen's University","2","3","1","1","1","3","2","2","2","3","3","24h <= length < 36h","Yes","No","Be the least experienced member of your team","No","4","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 11:00:06 AM EST","Ladies Storm Hackathons","Yes","Female","Caucasian","20","Undergraduate student (3rd year)","","Computer Science (or related fields like Software Engineering)","Ohio State University ","3","5","1","2","4","1","4","2","5","5","4","24h <= length < 36h","No","I've never met new people at hackathons","Be the least experienced member of your team","No","4","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 11:45:21 AM EST","Ladies Storm Hackathons","Yes","Female","Middle Eastern","18","Undergraduate student (2nd year)","","Computer Science (or related fields like Software Engineering)","McMaster University","5+","5","1","2","1","3","4","4","4","5","2","24h <= length < 36h","No","Yes","Be the most experienced member of your team","No","4","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 12:11:26 PM EST","Hackathon Hackers","Yes","Female","South Asian","18","Undergraduate student (1st year)","","Computer Science (or related fields like Software Engineering)","Cornell University","3","3","4","3","3","2","4","4","4","4","4","12h <= length < 24h","Yes","No","Be the least experienced member of your team","Yes","4","No","Social-issue oriented hackathon;Corporate hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 12:22:45 PM EST","Hackathon Hackers","Yes","Male","Caucasian","21","Undergraduate student (4th year)","","Computer Science (or related fields like Software Engineering)","McGill","5+","3","5","2","5","1","5","5","5","5","1","24h <= length < 36h","Yes","Yes","Be the most experienced member of your team","Yes","4","Yes","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 1:52:11 PM EST","Hackathon Hackers","Yes","Male","Middle Eastern","21","Undergraduate student (3rd year)","","Interdisciplinary combination of Arts & Sciences","","3","4","4","2","1","4","3","3","4","5","5","24h <= length < 36h","No","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","4","No","University hackathon;Social-issue oriented hackathon","No, but I will anyways","","","","","","","","",""
"2016/12/09 2:36:09 PM EST","Ladies Storm Hackathons","Yes","Female","mixed black/caucasian/indian","22","Undergraduate student (4th year)","","Biology and Computer Science","McGill","1","5","3","4","3","5","4","4","3","5","5","12h <= length < 24h","Yes","Yes","Be the least experienced member of your team","No","5","No","Social-issue oriented hackathon","No, but I will anyways","It was part of a conference, Lesbians Who Tech, that I really wanted to attend. It went really well! I loved my team and the project which i'm still working on. No ragrets","Only went to one, but the one I attended had great people and cool projects. The best part was getting mentorship from v patient people and getting to learn new skills. I think that was the most crucial part. Also there was free food and coffee the whole time","","I think so. Part of the importance of hackathons (to me) is getting to learn/teach new skills. Even if the project never makes it big, the people that worked on it still get to be proud of what they made/add it to their resume/gain confidence.","Gaining new skills. It's definitely a confidence booster","The time pressure. Though I realize that's the point of a hackathon, I definitely don't work well under pressure","","",""
"2016/12/09 2:50:36 PM EST","Hackathon Hackers","Yes","Female","Caucasian","20","Undergraduate student (3rd year)","","Life Science (i.e. Biology, Pre-Med)","","4","4","1","3","1","4","2","5","4","5","4","24h <= length < 36h","No","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","4","No","University hackathon","No, but I will anyways","I was worried about attending since I had very little coding background and had also heard about sexism in the tech community. I found hackathons very welcoming to me as a beginner and also as a woman.","I attended a hackathon with a lower turnout than was expected, but it was fantastic for the hackers because there was a surplus of mentors and hardware. Since there was so much unused hardware, my team and I were able to borrow hardware we had no experience with using and got to play around with it to learn. If there were more attendees, I would have not been able to borrow so much hardware and I would have been less likely to sign out equipment I only wanted to try out.","Running out of food. A friend volunteering at the event at the time said the organizers had more food than they were distributing. At the end of the event the organizers gave out boxes of granola bars, meanwhile during the event people were ordering pizza and other food since there wasn't enough at the hackathon. That left a really bad taste in my mouth. ","They matter to participants because building them, 'the journey', is more important than making the next big app. I think of hackathons as a learning experience.","People are excited to be at hackathons and it's really positive environment.","Finding places to sleep can be difficult. This is my least favorite part because all-nighters wreck havoc on my body (so doing well in classes the next week is much harder) so I'm much less likely to go to hackathons without clear sleeping arrangements.","I'd like to see more interdisciplinary hackathons- which I've started to see and I'm excited about.","",""
"2016/12/09 4:07:07 PM EST","Ladies Storm Hackathons","Yes","Female","South Asian","18","Undergraduate student (1st year)","","Humanities (i.e. Anthropology, Sociology)","Harvard College","5+","5","1","3","2","2","3","3","3","4","5","24h <= length < 36h","Yes","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","4","No","University hackathon;Social-issue oriented hackathon","No, but I will anyways","My brother had been attending and organizing hackathons, and in my sohpomore year of high school I found CodeDay Boston, which was just 12 hours and only for high school students. It seemed fun and pretty low risk.","","","","","","","",""
"2016/12/09 8:02:12 PM EST","Hackathon Hackers","Yes","Male","South Asian","18","Undergraduate student (1st year)","","Computer Science (or related fields like Software Engineering)","Rutgers","5+","5","3","3","2","1","5","5","5","5","4","24h <= length < 36h","No","No","Be the least experienced member of your team","No","4","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 10:43:35 PM EST","Ladies Storm Hackathons","Yes","Female","Caucasian","21","Undergraduate student (4th year)","","Computer Science (or related fields like Software Engineering)","UMass Amherst","3","5","1","3","1","3","4","3","4","5","2","12h <= length < 24h","No","I've never met new people at hackathons","Be the most experienced member of your team","No","3","No","University hackathon;Social-issue oriented hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/09 11:45:54 PM EST","Hackathon Hackers","Yes","Female","Caucasian","19","Undergraduate student (2nd year)","","Computer Science (or related fields like Software Engineering)","McGill University","1","4","4","3","2","5","3","4","3","4","4","24h <= length < 36h","Yes","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","3","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/10 3:53:34 AM EST","Hackathon Hackers","Yes","Male","East Asian;South East Asian","16 or younger","High school student","","General Education (or high school)","Chinese International School","5+","4","1","1","2","4","3","2","4","4","3","24h <= length < 36h","No","Yes","Be the least experienced member of your team","Yes","4","Yes","University hackathon;Technical challenge oriented hackathon;Corporate hackathon;Online hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/10 10:27:56 AM EST","Hackathon Hackers","Yes","Male","Caucasian","20","Undergraduate student (3rd year)","","Computer Science (or related fields like Software Engineering)","University of Michigan","4","5","2","4","2","2","5","5","4","5","1","24h <= length < 36h","No","No","Be the least experienced member of your team","No","4","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/10 2:23:49 PM EST","Hackathon Hackers","Yes","Male","South Asian","17","Undergraduate student (1st year)","","Engineering (non-software)","IIT Bombay","3","5","2","1","2","5","2","4","2","3","5","36h <= length < 48h","Yes","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","Yes","3","No","University hackathon","Yes","Needed to go to a US Hackathon.
MHacks said come over.
I came over.","Sharing interesting experiences with my teammates.","The fucking internet connection.","","Intense learning.

Intense learning is ma need. It fulfills me.","Not sure.","Become a bit, err, I don't know, supa chill.","","It is a great gateway to interact with the coding culture in the region it is held in."
"2016/12/11 6:53:25 PM EST","Hackathon Hackers","Yes","Male","South Asian","19","Undergraduate student (2nd year)","High school diploma","Computer Science (or related fields like Software Engineering)","Illinois Institute of Technology","5+","5","1","4","3","3","4","4","4","5","4","36h <= length < 48h","Yes","Yes","Be the most experienced member of your team","No","3","Yes","University hackathon;Social-issue oriented hackathon;Technical challenge oriented hackathon;Corporate hackathon;Online hackathon","Yes","","","","Absolutely! It's a great way to test out new technology or tools before your commit to them for a major project. Great teamwork skills and confidence building too.","","","","","Low on time, but happy to interview by phone if you'd like: v@hawk.iit.edu

I organize hackathons in Chicago and help other students at my school get involved with them."
"2016/12/11 7:13:04 PM EST","Hackathon Hackers","Yes","Male","Caucasian","21","Undergraduate student (3rd year)","High school diploma","Interdisciplinary combination of Arts & Sciences","Queen's University","4","3","2","2","1","3","2","1","2","4","2","24h <= length < 36h","No","Yes","Be the least experienced member of your team","Yes","3","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/11 8:42:28 PM EST","Hackathon Hackers","Yes","Male","East Asian","18","Undergraduate student (1st year)","High school diploma","Computer Science (or related fields like Software Engineering)","Rochester Institute of Technology","5+","1","1","3","5","2","4","2","5","5","1","24h <= length < 36h","Yes","More or less (i.e. added them on Facebook, creep them occasionally)","Be the most experienced member of your team","Yes","3","Yes","University hackathon;Social-issue oriented hackathon;Technical challenge oriented hackathon","Yes","it seemed cool","won a graphics card","couldn't finish the project","yea sorta because other people can use the idea","prizes","long speech in opening/closing ceremonies","more general category prizes that don't force people to use an API","",""
"2016/12/11 8:43:42 PM EST","Hackathon Hackers","Yes","Male","Caucasian","17","High school student","","General Education (or high school)","Marcellus High School","5+","4","1","3","1","3","2","4","1","4","4","36h <= length < 48h","Yes","Yes","Be the least experienced member of your team","Yes","4","No","University hackathon;Online hackathon","No, but I will anyways","I heard about MHacks from my friend and thought it was too good to be true, then I attended, and it was awesome.","MHacks 6, nuff said.","","Of course they do, you made something cool and learned.","Meeting people, the community.","Leaving.","More hype.","LET EVERYONE COME.","Hype"
"2016/12/11 8:44:19 PM EST","Hackathon Hackers","Yes","Male","Caucasian","20","Undergraduate student (3rd year)","High school diploma","Computer Science (or related fields like Software Engineering)","University of Michigan","3","3","2","3","1","4","2","3","2","3","4","36h <= length < 48h","No","No","Be the least experienced member of your team","Yes","4","No","University hackathon","No, but I will anyways","I was on an organizing team of another hackathon","I learned something new","","","","","","After directing three MHacks events we have tried a few different ways of facilitating inclusivity. We stated that it would be an inclusive event and accepted a more diverse group, we have tried targeting our marketing, we have reached out to influential students in CS groups, written medium posts about it, and have made sure our copy is always inclusive. ",""
"2016/12/11 8:59:42 PM EST","Hackathon Hackers","Yes","Male","East Asian","20","Undergraduate student (2nd year)","High school diploma","Computer Science (or related fields like Software Engineering)","The Ohio State University","2","5","2","2","3","4","4","4","3","4","3","24h <= length < 36h","Yes","Yes","Be the most experienced member of your team","Yes","4","No","University hackathon","No, but I will anyways","","","","","","","","",""
"2016/12/11 9:07:33 PM EST","Hackathon Hackers","Yes","Female","Caucasian","16 or younger","High school student","","General Education (or high school)","Homeschool","1","3","1","3","1","3","1","2","3","3","3","12h <= length < 24h","Yes","Yes","Be the most experienced member of your team","Yes","4","No","Highschool hackathon","Yes","Worried about safety. Wish I had gone earlier,","Having an awesome team that worked really well together and had fun","A 10min speach by a judge that summarized to I am very rich.","They still matter. The people who built them had fun a learned something.","Meeting cool people.","Not enough sleep ;)","","",""
"2016/12/11 9:30:37 PM EST","Hackathon Hackers","Yes","Male","Caucasian","16 or younger","High school student","High school diploma","General Education (or high school)","Princeton High School","3","4","4","1","4","1","3","3","4","5","2","36h <= length < 48h","Yes","More or less (i.e. added them on Facebook, creep them occasionally)","Be the most experienced member of your team","Yes","2","No","University hackathon;Technical challenge oriented hackathon;Online hackathon","Yes","My frieds were doing it","Winning HackRPI as a high schooler","HackMHS's local hack day was fairly pathetic","a majority of them","The environment","food","Most dont allow high schoolers","accept high schoolers",""
"2016/12/11 11:44:58 PM EST","Hackathon Hackers","Yes","Male","Caucasian","17","","High school diploma","Don't have a major - High School","None","3","5","2","3","1","2","2","2","4","4","4","24h <= length < 36h","No","Yes","Be the least experienced member of your team","Yes","3","No","University hackathon;Social-issue oriented hackathon;Corporate hackathon","No, but I will anyways","Wanted to meet people who had similar interests to me","At Hack the North 2015, had a team of people I trusted and really enjoyed working with. Slept 2 hours over the whole weekend, had to leave halfway through the closing ceremony to get a bus back to Toronto and fell asleep then. Vaguely remember finding my way home, woke up the next morning to a notification from one of my teammates: ""What's your email?"", to which I gave it and then asked why. Turns out we had won a prize!","At PennApps XII: Had teammates I didn't know, chose a project with a hardware component none of us had the knowledge to execute, internet was working badly, was literally freezing (had to work in my sleeping bag). I remember sitting outside on the last day rethinking my decision to work in tech :')","What matters is the creation","Working with friends, learning new technology.","Prize ceremonies - I think they take away from the beauty of a group of people just coming together and building something which didn't previously exist.","Less emphasis on prize ceremonies, more friendly to HS Hackers, encouraging people to build projects which are outside the box and not just CRUD rails websites.","",""
"2016/12/12 1:03:24 AM EST","Hackathon Hackers","Yes","Male","Caucasian","22","Undergraduate student (4th year)","","Commerce (i.e. Marketing, Management)","McGill University","1","5","3","5","1","4","1","2","1","5","4","36h <= length < 48h","No","Yes","Be the most experienced member of your team","No","4","No","University hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/12 4:22:20 AM EST","Hackathon Hackers","Yes","Male","Caucasian","22","Undergraduate student (4th year)","Undergraduate degree","Computer Science (or related fields like Software Engineering)","","5+","1","4","5","5","5","3","5","5","5","1","36h <= length < 48h","Yes","I've never met new people at hackathons","Be the least experienced member of your team","No","3","Yes","University hackathon;Social-issue oriented hackathon;Corporate hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/12 12:04:35 PM EST","Ladies Storm Hackathons","Yes","Female","Caucasian","25 or older","","Undergraduate degree","Computer Science (or related fields like Software Engineering)","University of Washington ","4","4","3","3","2","4","5","4","3","5","3","48h <= length","No","More or less (i.e. added them on Facebook, creep them occasionally)","Be the most experienced member of your team","No","1","No","University hackathon;Social-issue oriented hackathon","No, but I will anyways","It was a hackathon to develop a mobile app and I wanted to learn Android programming","We won and got photos with the mayor, which was pretty prestigious","I didn't see eye to eye with my teammates and they didn't value my contributions","You're still learning,  the idea may inspire others, and you can still put it on a resume","Creating something new over a weekend","Other people","Solo hackathons where it's expected people will work by themselves","",""
"2016/12/12 6:02:52 PM EST","HackMcGill","Yes","Male","Caucasian","22","Undergraduate student (5th+ year)","","Computer Science (or related fields like Software Engineering)","McGill University","5+","5","2","5","1","5","3","3","4","5","4","24h <= length < 36h","Yes","More or less (i.e. added them on Facebook, creep them occasionally)","Be the most experienced member of your team","Yes","4","No","University hackathon;Corporate hackathon","No, END THIS SURVEY NOW","","","","","","","","",""
"2016/12/12 6:23:47 PM EST","HackMcGill","Yes","Female","Caucasian","20","Undergraduate student (3rd year)","","Computer Science (or related fields like Software Engineering)","McGill","5+","3","3","4","3","3","2","4","5","5","3","24h <= length < 36h","No","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","4","Yes","University hackathon","No, but I will anyways","Had been interested in coding for a while, knew some friends who were going to a hackathon in the states and were looking for a teammate so went to a hackathon with them","Teaching people things I'd learned three hours ago and them thinking I was a javascript guru.","No particularly negative things, but at MHacks I was the only girl in a room of about 50 people. That was weird.","Hackathons are about developing the skills to work under a deadline, not about producing something that you'll work on afterwards","There's a certain feeling you get on Saturday at 3 AM as you sit in your (probably slightly baggy, because they always run out of smalls first) free t-shirt, high on an excess of free coffee and a deficit of sleep, staring at code that you wrote 12 hours ago but which is now unrecognizable, where you feel as though you are catching a glimpse of nirvana, in which nothing makes sense but that doesn't matter.","People who claim they're ""building cool shit"" when really they're just gluing together corporate APIs with a pretty UI. There's also a bit of a bro culture.","","Although this isn't as proactive as I'd like it to be, we've always had a very clear code of conduct and inform participants of reporting methods if they experience a situation which makes them uncomfortable. We also hold the event in a wheelchair-accessible building with gender neutral washrooms. ",""
"2016/12/13 10:25:37 AM EST","Hackathon Hackers","Yes","Male","Caucasian","18","Undergraduate student (1st year)","","Computer Science (or related fields like Software Engineering)","Rochester Institute of Technology","1","4","4","1","4","3","4","4","4","5","4","24h <= length < 36h","Yes","No","Be the most experienced member of your team","Yes","3","No","University hackathon","No, but I will anyways","It motivates me to create new ideas and then put more work into a project than I would have been able to otherwise. I did wish I had started earlier.","","Finding out that the graphics buffer in Processing.js does not work on all computers","They definitely matter, because you still learn new languages, technologies, and collaboration skills.","Completing a project","","","",""
"2016/12/16 7:19:09 PM EST","Ladies Storm Hackathons","Yes","Female","Black","19","Undergraduate student (2nd year)","","Computer Science (or related fields like Software Engineering)","Northwestern University","2","4","3","3","1","2","3","5","4","5","4","24h <= length < 36h","No","More or less (i.e. added them on Facebook, creep them occasionally)","Be the least experienced member of your team","No","3","No","University hackathon","No, but I will anyways","Wanting to get more experience coding and my upperclassman friend.","Lots of tech talks!","Patronizing sponsor engineer","","Seeing an testing out all the cool things people built!","Too much competition, lack of diversity, lots of dudes means lots of obnoxius sexist jokes","More diverse and more of a learning environment","",""
